Date,Open,High,Low,Close,Adj Close,Volume
2012-09-06,1058.369995,1066.770020,1033.170044,1058.369995,1053.477173,8778813
2012-09-07,1049.969971,1066.770020,1041.569946,1049.969971,1045.115967,4768583
2012-09-10,1075.170044,1083.569946,1041.569946,1075.170044,1070.199585,18835042
2012-09-11,1075.170044,1075.170044,1049.969971,1075.170044,1070.199585,8824052
2012-09-12,1125.569946,1133.969971,1066.770020,1125.569946,1120.366455,44482773
2012-09-13,1133.969971,1159.170044,1117.170044,1133.969971,1128.727661,37052211
2012-09-14,1167.569946,1184.369995,1150.770020,1167.569946,1162.172363,40963033
2012-09-17,1175.969971,1201.170044,1167.569946,1175.969971,1170.533569,38029024
2012-09-18,1142.369995,1184.369995,1125.569946,1142.369995,1137.088867,16515336
2012-09-19,1184.369995,1184.369995,1142.369995,1184.369995,1178.894775,26795381
2012-09-20,1167.569946,1201.170044,1159.170044,1167.569946,1162.172363,23116113
2012-09-21,1167.569946,1192.770020,1150.770020,1167.569946,1162.172363,17329049
2012-09-24,1117.170044,1159.170044,1108.770020,1117.170044,1112.005493,21532736
2012-09-25,1142.369995,1150.770020,1100.369995,1142.369995,1137.088867,8085341
2012-09-26,1117.170044,1142.369995,1100.369995,1117.170044,1112.005493,13230126
2012-09-27,1133.969971,1142.369995,1108.770020,1133.969971,1128.727661,12683087
2012-09-28,1133.969971,1142.369995,1117.170044,1133.969971,1128.727661,9972298
2012-10-01,1125.569946,1133.969971,1108.770020,1125.569946,1120.366455,7821048
2012-10-02,1142.369995,1159.170044,1125.569946,1142.369995,1137.088867,22876820
2012-10-03,1125.569946,1142.369995,1108.770020,1125.569946,1120.366455,15614120
2012-10-04,1117.170044,1125.569946,1100.369995,1117.170044,1112.005493,9503238
2012-10-05,1133.969971,1150.770020,1117.170044,1133.969971,1128.727661,16914156
2012-10-08,1108.770020,1133.969971,1091.969971,1108.770020,1103.644287,14158723
2012-10-09,1100.369995,1108.770020,1083.569946,1100.369995,1095.283081,8800837
2012-10-10,1083.569946,1100.369995,1075.170044,1083.569946,1078.560669,5900162
2012-10-11,1075.170044,1091.969971,1066.770020,1075.170044,1070.199585,6730542
2012-10-12,1075.170044,1091.969971,1066.770020,1075.170044,1070.199585,11764014
2012-10-15,1091.969971,1108.770020,1058.369995,1091.969971,1086.921875,13012858
2012-10-16,1108.770020,1108.770020,1091.969971,1108.770020,1103.644287,8695477
2012-10-17,1083.569946,1108.770020,1083.569946,1083.569946,1078.560669,13757522
2012-10-18,1091.969971,1100.369995,1075.170044,1091.969971,1086.921875,11218761
2012-10-19,1083.569946,1091.969971,1083.569946,1083.569946,1078.560669,1336941
2012-10-22,1075.170044,1091.969971,1066.770020,1075.170044,1070.199585,9427045
2012-10-23,1066.770020,1083.569946,1066.770020,1066.770020,1061.838379,4608460
2012-10-24,1083.569946,1083.569946,1058.369995,1083.569946,1078.560669,5007280
2012-10-25,1083.569946,1083.569946,1066.770020,1083.569946,1078.560669,3604861
2012-10-29,1066.770020,1083.569946,1066.770020,1066.770020,1061.838379,1741714
2012-10-30,1083.569946,1091.969971,1066.770020,1083.569946,1078.560669,6378151
2012-10-31,1075.170044,1091.969971,1058.369995,1075.170044,1070.199585,13402155
2012-11-01,1083.569946,1091.969971,1058.369995,1083.569946,1078.560669,13306914
2012-11-02,1075.170044,1091.969971,1066.770020,1075.170044,1070.199585,6834712
2012-11-05,1075.170044,1075.170044,1066.770020,1075.170044,1070.199585,2332207
2012-11-06,1083.569946,1100.369995,1075.170044,1083.569946,1078.560669,13087860
2012-11-07,1075.170044,1091.969971,1066.770020,1075.170044,1070.199585,11078281
2012-11-08,1058.369995,1066.770020,1049.969971,1058.369995,1053.477173,10136588
2012-11-09,1058.369995,1075.170044,1058.369995,1058.369995,1053.477173,3266161
2012-11-12,1058.369995,1075.170044,1058.369995,1058.369995,1053.477173,2880436
2012-11-13,1058.369995,1066.770020,1058.369995,1058.369995,1053.477173,2468520
2012-11-14,1049.969971,1066.770020,1041.569946,1049.969971,1045.115967,6972811
2012-11-19,1041.569946,1058.369995,1033.170044,1041.569946,1036.754883,6211480
2012-11-20,1033.170044,1058.369995,1033.170044,1033.170044,1028.393799,6358508
2012-11-21,1033.170044,1041.569946,1024.770020,1033.170044,1028.393799,3583432
2012-11-22,1033.170044,1041.569946,1033.170044,1033.170044,1028.393799,2191131
2012-11-23,1049.969971,1049.969971,1033.170044,1049.969971,1045.115967,4563220
2012-11-26,1049.969971,1058.369995,1041.569946,1049.969971,1045.115967,4279284
2012-11-27,1049.969971,1058.369995,1033.170044,1049.969971,1045.115967,5432292
2012-11-28,1033.170044,1041.569946,1024.770020,1033.170044,1028.393799,5290621
2012-11-29,1033.170044,1041.569946,1024.770020,1033.170044,1028.393799,3038774
2012-11-30,1041.569946,1058.369995,1024.770020,1041.569946,1036.754883,7772833
2012-12-03,1066.770020,1066.770020,1033.170044,1066.770020,1061.838379,6539465
2012-12-04,1075.170044,1075.170044,1049.969971,1075.170044,1070.199585,11008041
2012-12-05,1058.369995,1066.770020,1041.569946,1058.369995,1053.477173,6370413
2012-12-06,1033.170044,1049.969971,1024.770020,1033.170044,1028.393799,13836690
2012-12-07,1041.569946,1041.569946,1024.770020,1041.569946,1036.754883,5042996
2012-12-10,1033.170044,1041.569946,1033.170044,1033.170044,1028.393799,2042913
2012-12-11,1058.369995,1066.770020,1033.170044,1058.369995,1053.477173,22100013
2012-12-12,1058.369995,1083.569946,1049.969971,1058.369995,1053.477173,32156243
2012-12-13,1066.770020,1100.369995,1058.369995,1066.770020,1061.838379,64599994
2012-12-14,1066.770020,1066.770020,1049.969971,1066.770020,1061.838379,6858522
2012-12-17,1066.770020,1075.170044,1049.969971,1066.770020,1061.838379,11395552
2012-12-18,1066.770020,1075.170044,1058.369995,1066.770020,1061.838379,11712822
2012-12-19,1058.369995,1075.170044,1049.969971,1058.369995,1053.477173,12202717
2012-12-20,1058.369995,1058.369995,1041.569946,1058.369995,1053.477173,10172899
2012-12-21,1075.170044,1075.170044,1033.170044,1075.170044,1070.199585,24018519
2012-12-26,1058.369995,1075.170044,1058.369995,1058.369995,1053.477173,3
2012-12-27,1075.170044,1083.569946,1066.770020,1075.170044,1070.199585,5927544
2012-12-28,1075.170044,1091.969971,1075.170044,1075.170044,1070.199585,0
2013-01-02,1117.170044,1125.569946,1075.170044,1117.170044,1112.005493,30041304
2013-01-03,1142.369995,1159.170044,1125.569946,1142.369995,1137.088867,37171262
2013-01-04,1133.969971,1150.770020,1117.170044,1133.969971,1128.727661,3
2013-01-07,1125.569946,1142.369995,1117.170044,1125.569946,1120.366455,7635329
2013-01-08,1159.170044,1167.569946,1117.170044,1159.170044,1153.811279,38342128
2013-01-09,1150.770020,1175.969971,1142.369995,1150.770020,1145.450073,18361220
2013-01-10,1133.969971,1167.569946,1133.969971,1133.969971,1128.727661,12763446
2013-01-11,1159.170044,1167.569946,1142.369995,1159.170044,1153.811279,12149739
2013-01-14,1209.569946,1209.569946,1159.170044,1209.569946,1203.978149,45392322
2013-01-15,1192.770020,1217.969971,1184.369995,1192.770020,1187.255859,16847488
2013-01-16,1175.969971,1201.170044,1167.569946,1175.969971,1170.533569,7916884
2013-01-17,1142.369995,1175.969971,1142.369995,1142.369995,1137.088867,13151552
2013-01-18,1133.969971,1167.569946,1133.969971,1133.969971,1128.727661,15584358
2013-01-21,1142.369995,1159.170044,1133.969971,1142.369995,1137.088867,10816964
2013-01-22,1100.369995,1150.770020,1100.369995,1100.369995,1095.283081,13132504
2013-01-23,1117.170044,1125.569946,1100.369995,1117.170044,1112.005493,9499666
2013-01-25,1100.369995,1125.569946,1100.369995,1100.369995,1095.283081,13831333
2013-01-28,1108.770020,1125.569946,1100.369995,1108.770020,1103.644287,4892396
2013-01-29,1167.569946,1175.969971,1108.770020,1167.569946,1162.172363,33361038
2013-01-30,1159.170044,1192.770020,1150.770020,1159.170044,1153.811279,27541235
2013-01-31,1142.369995,1167.569946,1133.969971,1142.369995,1137.088867,13552754
2013-02-01,1167.569946,1175.969971,1142.369995,1167.569946,1162.172363,20065433
2013-02-04,1142.369995,1184.369995,1142.369995,1142.369995,1137.088867,10096706
2013-02-05,1142.369995,1150.770020,1125.569946,1142.369995,1137.088867,9547882
2013-02-06,1175.969971,1184.369995,1142.369995,1175.969971,1170.533569,36192664
2013-02-07,1159.170044,1184.369995,1159.170044,1159.170044,1153.811279,11977711
2013-02-08,1150.770020,1175.969971,1150.770020,1150.770020,1145.450073,7299010
2013-02-11,1159.170044,1167.569946,1150.770020,1159.170044,1153.811279,7906170
2013-02-12,1150.770020,1167.569946,1150.770020,1150.770020,1145.450073,6546608
2013-02-13,1142.369995,1167.569946,1133.969971,1142.369995,1137.088867,20673784
2013-02-14,1142.369995,1159.170044,1142.369995,1142.369995,1137.088867,16913561
2013-02-15,1142.369995,1167.569946,1142.369995,1142.369995,1137.088867,7025193
2013-02-18,1125.569946,1150.770020,1125.569946,1125.569946,1120.366455,6854355
2013-02-19,1108.770020,1142.369995,1108.770020,1108.770020,1103.644287,13434894
2013-02-20,1125.569946,1142.369995,1117.170044,1125.569946,1120.366455,18814804
2013-02-21,1083.569946,1117.170044,1083.569946,1083.569946,1078.560669,35190850
2013-02-22,1075.170044,1117.170044,1075.170044,1075.170044,1070.199585,3
2013-02-25,1066.770020,1100.369995,1066.770020,1066.770020,1061.838379,16845107
2013-02-26,1058.369995,1083.569946,1058.369995,1058.369995,1053.477173,17988590
2013-02-27,1075.170044,1083.569946,1066.770020,1075.170044,1070.199585,9959798
2013-02-28,1083.569946,1091.969971,1075.170044,1083.569946,1078.560669,15653407
2013-03-01,1091.969971,1091.969971,1066.770020,1091.969971,1086.921875,20757714
2013-03-04,1091.969971,1091.969971,1091.969971,1091.969971,1086.921875,0
2013-03-05,1083.569946,1091.969971,1075.170044,1083.569946,1078.560669,5076925
2013-03-06,1150.770020,1150.770020,1091.969971,1150.770020,1145.450073,76128883
2013-03-07,1150.770020,1167.569946,1142.369995,1150.770020,1145.450073,22769079
2013-03-08,1133.969971,1150.770020,1125.569946,1133.969971,1128.727661,11857469
2013-03-11,1108.770020,1133.969971,1108.770020,1108.770020,1103.644287,8282966
2013-03-13,1108.770020,1125.569946,1108.770020,1108.770020,1103.644287,7066861
2013-03-14,1108.770020,1117.170044,1083.569946,1091.969971,1086.921875,26937051
2013-03-15,1100.369995,1117.170044,1091.969971,1108.770020,1103.644287,20536280
2013-03-18,1125.569946,1150.770020,1125.569946,1150.770020,1145.450073,55822967
2013-03-19,1159.170044,1175.969971,1142.369995,1159.170044,1153.811279,46192344
2013-03-20,1159.170044,1159.170044,1133.969971,1133.969971,1128.727661,13476561
2013-03-21,1150.770020,1150.770020,1117.170044,1125.569946,1120.366455,9146680
2013-03-22,1117.170044,1133.969971,1108.770020,1125.569946,1120.366455,17902874
2013-03-25,1133.969971,1159.170044,1125.569946,1150.770020,1145.450073,20510684
2013-03-26,1125.569946,1175.969971,1125.569946,1175.969971,1170.533569,24454245
2013-03-27,1175.969971,1184.369995,1159.170044,1175.969971,1170.533569,13932526
2013-03-28,1175.969971,1175.969971,1150.770020,1150.770020,1145.450073,6629349
2013-04-01,1167.569946,1175.969971,1150.770020,1175.969971,1170.533569,18329076
2013-04-02,1175.969971,1175.969971,1150.770020,1167.569946,1162.172363,14059316
2013-04-03,1167.569946,1226.369995,1150.770020,1209.569946,1203.978149,3
2013-04-04,1209.569946,1217.969971,1192.770020,1192.770020,1187.255859,18252288
2013-04-05,1192.770020,1192.770020,1167.569946,1175.969971,1170.533569,20133292
2013-04-08,1175.969971,1217.969971,1175.969971,1209.569946,1203.978149,28844842
2013-04-09,1209.569946,1217.969971,1175.969971,1175.969971,1170.533569,14186700
2013-04-10,1184.369995,1201.170044,1175.969971,1192.770020,1187.255859,11047328
2013-04-11,1192.770020,1209.569946,1184.369995,1192.770020,1187.255859,10533028
2013-04-12,1192.770020,1192.770020,1175.969971,1192.770020,1187.255859,3015559
2013-04-15,1175.969971,1175.969971,1159.170044,1159.170044,1153.811279,12120572
2013-04-16,1142.369995,1167.569946,1133.969971,1167.569946,1162.172363,11228285
2013-04-17,1167.569946,1175.969971,1159.170044,1167.569946,1162.172363,7118053
2013-04-18,1167.569946,1167.569946,1142.369995,1150.770020,1145.450073,10068729
2013-04-19,1150.770020,1150.770020,1125.569946,1133.969971,1128.727661,15305778
2013-04-22,1142.369995,1167.569946,1133.969971,1142.369995,1137.088867,16452239
2013-04-23,1150.770020,1150.770020,1133.969971,1133.969971,1128.727661,3
2013-04-24,1142.369995,1159.170044,1133.969971,1159.170044,1153.811279,20425562
2013-04-25,1159.170044,1159.170044,1142.369995,1150.770020,1145.450073,9336566
2013-04-26,1159.170044,1175.969971,1150.770020,1159.170044,1153.811279,50434128
2013-04-29,1159.170044,1167.569946,1150.770020,1150.770020,1145.450073,6121002
2013-04-30,1159.170044,1167.569946,1133.969971,1159.170044,1153.811279,43270240
2013-05-01,1159.170044,1167.569946,1150.770020,1150.770020,1145.450073,9400854
2013-05-02,1142.369995,1150.770020,1133.969971,1133.969971,1128.727661,7922242
2013-05-03,1133.969971,1142.369995,1117.170044,1125.569946,1120.366455,5866828
2013-05-06,1133.969971,1142.369995,1133.969971,1142.369995,1137.088867,3542359
2013-05-07,1150.770020,1150.770020,1133.969971,1142.369995,1137.088867,4253688
2013-05-08,1142.369995,1159.170044,1133.969971,1150.770020,1145.450073,8234750
2013-05-10,1159.170044,1159.170044,1142.369995,1150.770020,1145.450073,5332289
2013-05-13,1150.770020,1150.770020,1125.569946,1125.569946,1120.366455,10596720
2013-05-14,1133.969971,1142.369995,1100.369995,1133.969971,1128.727661,18138595
2013-05-15,1125.569946,1125.569946,1100.369995,1100.369995,1095.283081,9772888
2013-05-16,1091.969971,1117.170044,1091.969971,1100.369995,1095.283081,6177551
2013-05-17,1100.369995,1117.170044,1100.369995,1108.770020,1103.644287,3166753
2013-05-20,1108.770020,1125.569946,1108.770020,1117.170044,1112.005493,4084041
2013-05-21,1117.170044,1142.369995,1108.770020,1125.569946,1120.366455,5969212
2013-05-22,1125.569946,1125.569946,1108.770020,1125.569946,1120.366455,7327582
2013-05-23,1125.569946,1125.569946,1100.369995,1100.369995,1095.283081,6930548
2013-05-24,1108.770020,1117.170044,1100.369995,1108.770020,1103.644287,2688764
2013-05-27,1117.170044,1125.569946,1091.969971,1091.969971,1086.921875,11758062
2013-05-28,1108.770020,1117.170044,1083.569946,1091.969971,1086.921875,18826709
2013-05-29,1100.369995,1108.770020,1083.569946,1100.369995,1095.283081,16292115
2013-05-30,1066.770020,1075.170044,1058.369995,1058.369995,1053.477173,10182423
2013-05-31,1066.770020,1083.569946,1058.369995,1075.170044,1070.199585,14568258
2013-06-03,1066.770020,1066.770020,1049.969971,1049.969971,1045.115967,9144299
2013-06-04,1058.369995,1075.170044,1041.569946,1058.369995,1053.477173,10686008
2013-06-05,1049.969971,1066.770020,1049.969971,1058.369995,1053.477173,6424581
2013-06-07,1058.369995,1058.369995,1033.170044,1033.170044,1028.393799,5703133
2013-06-10,1041.569946,1049.969971,1024.770020,1024.770020,1020.032593,7241270
2013-06-11,1024.770020,1024.770020,949.174011,965.973022,961.507385,3
2013-06-12,957.573975,974.372986,949.174011,949.174011,944.786011,7030550
2013-06-13,949.174011,949.174011,923.974976,932.374023,928.063721,7093052
2013-06-14,940.773987,957.573975,932.374023,940.773987,936.424866,5809683
2013-06-17,949.174011,982.773010,949.174011,957.573975,953.147156,11157450
2013-06-18,957.573975,991.172974,957.573975,965.973022,961.507385,18514200
2013-06-19,974.372986,974.372986,957.573975,957.573975,953.147156,4403692
2013-06-20,957.573975,957.573975,890.375000,890.375000,886.258850,3
2013-06-21,856.776001,873.575989,814.778015,814.778015,811.011353,3
2013-06-24,823.177002,839.976990,806.377991,806.377991,802.650146,22545859
2013-06-25,823.177002,831.577026,814.778015,823.177002,819.371521,13932526
2013-06-26,831.577026,848.377014,823.177002,839.976990,836.093811,17244522
2013-06-27,839.976990,856.776001,839.976990,839.976990,836.093811,10692556
2013-06-28,839.976990,856.776001,839.976990,839.976990,836.093811,9678838
2013-07-01,839.976990,848.377014,831.577026,839.976990,836.093811,6562680
2013-07-02,839.976990,848.377014,814.778015,831.577026,827.732727,18628489
2013-07-03,823.177002,831.577026,797.978027,806.377991,802.650146,12668801
2013-07-04,806.377991,839.976990,806.377991,839.976990,836.093811,21091057
2013-07-05,839.976990,856.776001,839.976990,839.976990,836.093811,9506809
2013-07-08,839.976990,839.976990,797.978027,797.978027,794.289001,13771212
2013-07-09,797.978027,814.778015,781.177979,789.578003,785.927856,13603946
2013-07-10,797.978027,823.177002,789.578003,797.978027,794.289001,7546041
2013-07-11,814.778015,865.176025,814.778015,856.776001,852.815186,21270229
2013-07-12,873.575989,991.172974,856.776001,974.372986,969.868530,83204674
2013-07-15,974.372986,1041.569946,949.174011,1016.369995,1011.671387,69878116
2013-07-16,1016.369995,1024.770020,974.372986,974.372986,969.868530,18098713
2013-07-17,974.372986,1016.369995,965.973022,974.372986,969.868530,27123366
2013-07-18,974.372986,999.572021,965.973022,974.372986,969.868530,13555730
2013-07-19,982.773010,1024.770020,982.773010,991.172974,986.590820,47838223
2013-07-22,1007.969971,1083.569946,991.172974,1083.569946,1078.560669,44789924
2013-07-23,1091.969971,1108.770020,1083.569946,1083.569946,1078.560669,42222592
2013-07-24,1091.969971,1091.969971,1033.170044,1066.770020,1061.838379,26318582
2013-07-25,1049.969971,1083.569946,1033.170044,1066.770020,1061.838379,18117165
2013-07-26,1075.170044,1075.170044,1041.569946,1041.569946,1036.754883,5069782
2013-07-29,1066.770020,1066.770020,999.572021,999.572021,994.951050,12560465
2013-07-30,982.773010,999.572021,974.372986,982.773010,978.229736,12499153
2013-07-31,965.973022,999.572021,940.773987,974.372986,969.868530,26613828
2013-08-01,991.172974,1016.369995,974.372986,1007.969971,1003.310181,14233725
2013-08-02,1024.770020,1024.770020,999.572021,999.572021,994.951050,7211508
2013-08-12,982.773010,1117.170044,982.773010,1108.770020,1103.644287,52075244
2013-08-13,1117.170044,1125.569946,1066.770020,1091.969971,1086.921875,37961760
2013-08-14,1091.969971,1100.369995,1066.770020,1075.170044,1070.199585,12344983
2013-08-15,1075.170044,1125.569946,1075.170044,1117.170044,1112.005493,30112139
2013-08-16,1100.369995,1133.969971,1091.969971,1117.170044,1112.005493,33914029
2013-08-19,1117.170044,1125.569946,1058.369995,1066.770020,1061.838379,25465582
2013-08-20,1049.969971,1058.369995,991.172974,1016.369995,1011.671387,21150582
2013-08-21,1024.770020,1091.969971,1016.369995,1091.969971,1086.921875,18129071
2013-08-22,1083.569946,1159.170044,1041.569946,1142.369995,1137.088867,67201852
2013-08-23,1150.770020,1167.569946,1108.770020,1159.170044,1153.811279,57935525
2013-08-26,1167.569946,1184.369995,1142.369995,1167.569946,1162.172363,23630413
2013-08-27,1150.770020,1150.770020,1091.969971,1100.369995,1095.283081,20427348
2013-08-28,1083.569946,1167.569946,1049.969971,1159.170044,1153.811279,43277978
2013-08-29,1167.569946,1192.770020,1142.369995,1159.170044,1153.811279,41616027
2013-08-30,1159.170044,1167.569946,1108.770020,1117.170044,1112.005493,23251831
2013-09-02,1108.770020,1159.170044,1083.569946,1150.770020,1145.450073,27909697
2013-09-03,1133.969971,1192.770020,1133.969971,1150.770020,1145.450073,38519513
2013-09-04,1150.770020,1159.170044,1117.170044,1117.170044,1112.005493,14268845
2013-09-05,1117.170044,1159.170044,1117.170044,1159.170044,1153.811279,20074362
2013-09-06,1159.170044,1209.569946,1142.369995,1209.569946,1203.978149,65942888
2013-09-09,1217.969971,1259.969971,1217.969971,1243.170044,1237.422974,62701728
2013-09-10,1243.170044,1259.969971,1133.969971,1159.170044,1153.811279,58678998
2013-09-11,1167.569946,1209.569946,1150.770020,1192.770020,1187.255859,23703629
2013-09-12,1192.770020,1234.770020,1184.369995,1217.969971,1212.339355,19363628
2013-09-13,1209.569946,1234.770020,1192.770020,1226.369995,1220.700562,20267225
2013-09-16,1217.969971,1234.770020,1201.170044,1226.369995,1220.700562,20257701
2013-09-17,1217.969971,1243.170044,1209.569946,1234.770020,1229.061768,11780681
2013-09-18,1226.369995,1234.770020,1201.170044,1201.170044,1195.617065,8749050
2013-09-19,1234.770020,1276.760010,1217.969971,1268.359985,1262.496460,62692203
2013-09-20,1268.359985,1293.560059,1259.969971,1276.760010,1270.857666,39420729
2013-09-23,1259.969971,1259.969971,1234.770020,1243.170044,1237.422974,6466844
2013-09-24,1234.770020,1251.569946,1201.170044,1201.170044,1195.617065,12340221
2013-09-25,1184.369995,1209.569946,1175.969971,1209.569946,1203.978149,6415057
2013-09-26,1201.170044,1226.369995,1201.170044,1201.170044,1195.617065,9219896
2013-09-27,1201.170044,1217.969971,1175.969971,1192.770020,1187.255859,6792449
2013-09-30,1192.770020,1209.569946,1175.969971,1192.770020,1187.255859,12910474
2013-10-01,1201.170044,1217.969971,1184.369995,1192.770020,1187.255859,9816937
2013-10-02,1209.569946,1217.969971,1184.369995,1192.770020,1187.255859,11675321
2013-10-03,1201.170044,1251.569946,1192.770020,1226.369995,1220.700562,30374646
2013-10-04,1217.969971,1226.369995,1209.569946,1209.569946,1203.978149,4269760
2013-10-07,1217.969971,1268.359985,1209.569946,1251.569946,1245.784058,35371212
2013-10-08,1251.569946,1268.359985,1243.170044,1259.969971,1254.145264,8059745
2013-10-09,1259.969971,1276.760010,1234.770020,1234.770020,1229.061768,18822542
2013-10-10,1243.170044,1276.760010,1234.770020,1259.969971,1254.145264,18275503
2013-10-11,1276.760010,1293.560059,1259.969971,1268.359985,1262.496460,13238460
2013-10-16,1259.969971,1276.760010,1243.170044,1251.569946,1245.784058,13761093
2013-10-17,1251.569946,1268.359985,1251.569946,1259.969971,1254.145264,9130608
2013-10-18,1259.969971,1276.760010,1251.569946,1276.760010,1270.857666,9549667
2013-10-21,1276.760010,1335.560059,1268.359985,1335.560059,1329.385864,37118284
2013-10-22,1327.160034,1335.560059,1310.359985,1318.760010,1312.663452,9647884
2013-10-23,1327.160034,1360.760010,1327.160034,1343.959961,1337.746948,26782880
2013-10-24,1335.560059,1343.959961,1318.760010,1335.560059,1329.385864,10267544
2013-10-25,1335.560059,1352.359985,1327.160034,1343.959961,1337.746948,13320009
2013-10-28,1343.959961,1352.359985,1310.359985,1318.760010,1312.663452,10692556
2013-10-29,1327.160034,1327.160034,1301.959961,1301.959961,1295.941040,7373417
2013-10-30,1301.959961,1335.560059,1301.959961,1310.359985,1304.302246,10669341
2013-10-31,1310.359985,1343.959961,1276.760010,1343.959961,1337.746948,30851445
2013-11-01,1335.560059,1352.359985,1301.959961,1301.959961,1295.941040,10447311
2013-11-04,1310.359985,1310.359985,1285.160034,1285.160034,1279.218872,7490682
2013-11-06,1285.160034,1301.959961,1259.969971,1259.969971,1254.145264,10249091
2013-11-07,1268.359985,1276.760010,1251.569946,1259.969971,1254.145264,18148119
2013-11-08,1259.969971,1259.969971,1217.969971,1234.770020,1229.061768,18854091
2013-11-11,1234.770020,1234.770020,1192.770020,1201.170044,1195.617065,12989643
2013-11-12,1209.569946,1209.569946,1159.170044,1159.170044,1153.811279,23352429
2013-11-13,1159.170044,1159.170044,1108.770020,1133.969971,1128.727661,13717639
